payment_id,customer_id,staff_id,rental_id,amount,payment_date
24849,235,2,12332,2.99,2020-03-18 01:19:31.996577-04
24850,235,1,12502,4.99,2020-03-18 07:44:57.996577-04
24851,235,2,13070,0.99,2020-03-19 04:24:49.996577-04
24852,235,1,13469,0.99,2020-03-19 19:28:02.996577-04
24853,235,2,14749,3.99,2020-03-21 17:36:59.996577-04
24854,235,1,15034,6.99,2020-03-22 04:01:34.996577-04
24855,236,2,11139,6.99,2020-03-02 02:56:02.996577-05
24856,236,2,11486,3.99,2020-03-02 16:02:32.996577-05
24857,236,2,11507,5.99,2020-03-16 17:55:09.996577-04
24858,236,1,11895,4.99,2020-03-17 09:43:33.996577-04
24859,236,1,12975,2.99,2020-03-19 01:19:45.996577-04
24860,236,1,13364,2.99,2020-03-19 15:37:56.996577-04
24861,236,1,13443,7.99,2020-03-19 18:22:08.996577-04
24862,236,2,14321,4.99,2020-03-21 02:33:38.996577-04
24863,236,1,14364,7.99,2020-03-21 03:53:37.996577-04
24864,236,2,14722,4.99,2020-03-21 16:19:19.996577-04
24865,237,2,11125,4.99,2020-03-02 02:24:01.996577-05
24866,237,2,11479,11.99,2020-03-02 15:46:39.996577-05
24867,237,2,11772,5.99,2020-03-17 04:47:23.996577-04
24868,237,1,12469,0.99,2020-03-18 06:21:33.996577-04
24869,237,2,13914,6.99,2020-03-20 11:07:23.996577-04
24870,237,2,13922,6.99,2020-03-20 11:31:03.996577-04
24871,237,2,13969,6.99,2020-03-20 13:11:06.996577-04
24872,237,2,14453,3.99,2020-03-21 07:02:00.996577-04
24873,237,2,15139,8.99,2020-03-22 08:06:37.996577-04
24874,237,1,15337,0.99,2020-03-22 15:18:17.996577-04
24875,237,2,15931,1.99,2020-03-23 12:56:35.996577-04
24876,238,1,10659,5.99,2020-03-01 10:09:00.996577-05
24877,238,2,11543,5.99,2020-03-16 19:22:54.996577-04
24878,238,2,11632,2.99,2020-03-16 22:57:58.996577-04
24879,238,1,11897,2.99,2020-03-17 09:52:32.996577-04
24880,238,1,14312,4.99,2020-03-21 02:17:00.996577-04
24881,238,1,14343,8.99,2020-03-21 03:08:47.996577-04
24882,238,1,15455,0.99,2020-03-22 19:33:26.996577-04
24883,239,1,10755,0.99,2020-03-01 13:42:40.996577-05
24884,239,2,10923,2.99,2020-03-01 19:43:27.996577-05
24885,239,1,11487,2.99,2020-03-02 16:03:31.996577-05
24886,239,2,11900,4.99,2020-03-17 09:59:10.996577-04
24887,239,1,11968,0.99,2020-03-17 12:16:00.996577-04
24888,239,1,12340,4.99,2020-03-18 01:35:27.996577-04
24889,239,1,12721,1.99,2020-03-18 15:58:38.996577-04
24890,239,1,13175,4.99,2020-03-19 08:23:19.996577-04
24891,239,2,13427,4.99,2020-03-19 17:47:28.996577-04
24892,239,2,13999,3.99,2020-03-20 14:21:58.996577-04
24893,239,2,14062,1.99,2020-03-20 17:03:00.996577-04
24894,240,1,10308,7.99,2020-02-29 21:51:15.996577-05
24895,240,1,11745,3.99,2020-03-17 03:28:27.996577-04
24896,240,2,12283,6.99,2020-03-17 23:22:51.996577-04
24897,240,2,13030,2.99,2020-03-19 02:56:37.996577-04
24898,240,2,13119,4.99,2020-03-19 06:13:25.996577-04
24899,240,1,13663,8.99,2020-03-20 02:40:59.996577-04
24900,240,2,14573,2.99,2020-03-21 11:12:58.996577-04
24901,240,2,15641,0.99,2020-03-23 02:35:15.996577-04
24902,241,2,10447,3.99,2020-03-01 02:33:24.996577-05
24903,241,1,10652,2.99,2020-03-01 09:52:34.996577-05
24904,241,1,11423,1.99,2020-03-02 13:25:39.996577-05
24905,241,2,12418,4.99,2020-03-18 04:28:02.996577-04
24906,241,1,12956,4.99,2020-03-19 00:34:52.996577-04
24907,241,2,13077,2.99,2020-03-19 04:43:45.996577-04
24908,241,2,14269,7.99,2020-03-21 00:50:33.996577-04
24909,241,2,14485,2.99,2020-03-21 08:20:33.996577-04
24910,241,1,14936,0.99,2020-03-22 00:19:52.996577-04
24911,241,2,15137,2.99,2020-03-22 07:48:54.996577-04
24912,241,1,15429,2.99,2020-03-22 18:48:57.996577-04
24913,241,1,15767,4.99,2020-03-23 07:42:41.996577-04
24914,242,2,10367,0.99,2020-02-29 23:40:45.996577-05
24915,242,2,10382,4.99,2020-03-01 00:05:11.996577-05
24916,242,2,10650,9.99,2020-03-01 09:47:11.996577-05
24917,242,2,11020,0.99,2020-03-01 22:58:14.996577-05
24918,242,1,11258,4.99,2020-03-02 07:14:05.996577-05
24919,242,2,11607,0.99,2020-03-16 22:04:32.996577-04
24920,242,1,11931,4.99,2020-03-17 11:03:40.996577-04
24921,242,2,12724,7.99,2020-03-18 16:05:46.996577-04
24922,242,1,12855,4.99,2020-03-18 20:47:24.996577-04
24923,242,1,13271,9.99,2020-03-19 12:10:32.996577-04
24924,242,2,13567,0.99,2020-03-19 23:17:47.996577-04
24925,242,2,13646,5.99,2020-03-20 02:15:34.996577-04
24926,242,1,14515,0.99,2020-03-21 09:20:40.996577-04
24927,242,1,15002,0.99,2020-03-22 02:34:26.996577-04
24928,243,1,12209,2.99,2020-03-17 20:55:46.996577-04
24929,243,1,13291,2.99,2020-03-19 13:00:37.996577-04
24930,243,1,14033,2.99,2020-03-20 15:59:19.996577-04
24931,243,1,14108,0.99,2020-03-20 19:21:11.996577-04
24932,243,1,14272,3.99,2020-03-21 00:53:21.996577-04
24933,243,2,14581,1.99,2020-03-21 11:35:34.996577-04
24934,243,2,14705,2.99,2020-03-21 15:31:21.996577-04
24935,244,2,10684,6.99,2020-03-01 11:15:26.996577-05
24936,244,2,10969,2.99,2020-03-01 21:32:58.996577-05
24937,244,2,11157,0.99,2020-03-02 03:26:41.996577-05
24938,244,1,11267,9.99,2020-03-02 07:37:34.996577-05
24939,244,1,11762,9.99,2020-03-17 04:16:32.996577-04
24940,244,1,13630,4.99,2020-03-20 01:34:22.996577-04
24941,244,2,13774,0.99,2020-03-20 06:22:27.996577-04
24942,244,1,13928,0.99,2020-03-20 11:40:54.996577-04
24943,244,1,14367,0.99,2020-03-21 04:00:10.996577-04
24944,244,2,14657,0.99,2020-03-21 14:08:09.996577-04
24945,244,1,14919,1.99,2020-03-21 23:35:43.996577-04
24946,244,1,14975,3.99,2020-03-22 01:36:16.996577-04
24947,245,2,11061,0.99,2020-03-02 00:18:44.996577-05
24948,245,1,11105,0.99,2020-03-02 01:41:57.996577-05
24949,245,1,11211,0.99,2020-03-02 05:45:14.996577-05
24950,245,1,12303,7.99,2020-03-18 00:11:48.996577-04
24951,245,1,13286,0.99,2020-03-19 12:56:33.996577-04
24952,245,1,15782,6.99,2020-03-23 08:11:52.996577-04
24953,246,2,10683,2.99,2020-03-01 11:01:29.996577-05
24954,246,2,13418,5.99,2020-03-19 17:22:22.996577-04
24955,246,1,13750,6.99,2020-03-20 05:40:08.996577-04
24956,246,1,13987,4.99,2020-03-20 13:47:56.996577-04
24957,246,1,14360,6.99,2020-03-21 03:45:06.996577-04
24958,246,1,15746,2.99,2020-03-23 06:54:45.996577-04
24959,247,1,10279,1.99,2020-02-29 20:55:10.996577-05
24960,247,1,10410,6.99,2020-03-01 01:21:55.996577-05
24961,247,2,11204,2.99,2020-03-02 05:24:57.996577-05
24962,247,2,11306,2.99,2020-03-02 09:13:36.996577-05
24963,247,1,11495,0.99,2020-03-16 17:19:46.996577-04
24964,247,2,12265,4.99,2020-03-17 22:50:27.996577-04
24965,247,1,12482,7.99,2020-03-18 07:06:02.996577-04
24966,247,1,12491,4.99,2020-03-18 07:17:11.996577-04
24967,247,1,12824,4.99,2020-03-18 19:46:26.996577-04
24968,247,1,14041,4.99,2020-03-20 16:13:49.996577-04
24969,247,1,15783,4.99,2020-03-23 08:14:10.996577-04
24970,248,2,10418,4.99,2020-03-01 01:39:33.996577-05
24971,248,1,12241,0.99,2020-03-17 22:01:43.996577-04
24972,248,1,13918,0.99,2020-03-20 11:15:58.996577-04
24973,248,2,14704,0.99,2020-03-21 15:30:48.996577-04
24974,248,2,14885,5.99,2020-03-21 22:26:55.996577-04
24975,249,1,11124,1.99,2020-03-02 02:23:51.996577-05
24976,249,1,11159,4.99,2020-03-02 03:29:21.996577-05
24977,249,2,11668,0.99,2020-03-17 00:15:58.996577-04
24978,249,2,13981,4.99,2020-03-20 13:35:46.996577-04
24979,249,2,14285,0.99,2020-03-21 01:19:14.996577-04
24980,249,1,15160,6.99,2020-03-22 09:02:16.996577-04
24981,250,2,10604,4.99,2020-03-01 08:03:34.996577-05
24982,250,1,12361,0.99,2020-03-18 02:15:57.996577-04
24983,250,1,12810,0.99,2020-03-18 19:12:36.996577-04
24984,250,2,14565,4.99,2020-03-21 10:53:11.996577-04
24985,250,1,14587,5.99,2020-03-21 11:49:21.996577-04
24986,250,2,14814,4.99,2020-03-21 19:40:40.996577-04
24987,250,2,15247,6.99,2020-03-22 12:20:31.996577-04
24988,251,1,10575,7.99,2020-03-01 07:10:07.996577-05
24989,251,1,11733,0.99,2020-03-17 02:59:29.996577-04
24990,251,2,12047,3.99,2020-03-17 15:16:58.996577-04
24991,251,2,12666,4.99,2020-03-18 13:40:07.996577-04
24992,251,2,13121,2.99,2020-03-19 06:20:05.996577-04
24993,251,1,13243,2.99,2020-03-19 11:01:42.996577-04
24994,251,2,13260,6.99,2020-03-19 11:37:48.996577-04
24995,251,1,14292,0.99,2020-03-21 01:34:46.996577-04
24996,251,2,15647,2.99,2020-03-23 02:52:22.996577-04
24997,251,2,15870,4.99,2020-03-23 10:51:34.996577-04
24998,252,2,10314,0.99,2020-02-29 21:59:44.996577-05
24999,252,2,10834,2.99,2020-03-01 16:56:26.996577-05
25000,252,2,11764,0.99,2020-03-17 04:20:20.996577-04
25001,252,1,13385,4.99,2020-03-19 16:08:01.996577-04
25002,252,2,13989,5.99,2020-03-20 13:56:16.996577-04
25003,252,1,14774,4.99,2020-03-21 18:20:58.996577-04
25004,253,2,10404,4.99,2020-03-01 00:59:51.996577-05
25005,253,1,10660,2.99,2020-03-01 10:16:27.996577-05
25006,253,2,10881,6.99,2020-03-01 18:06:40.996577-05
25007,253,1,12572,0.99,2020-03-18 10:01:20.996577-04
25008,253,2,12827,5.99,2020-03-18 19:55:49.996577-04
25009,253,1,13126,5.99,2020-03-19 06:28:54.996577-04
25010,253,2,14086,3.99,2020-03-20 18:16:20.996577-04
25011,253,2,14283,4.99,2020-03-21 01:12:40.996577-04
25012,253,1,14640,7.99,2020-03-21 13:31:45.996577-04
25013,253,2,14655,4.99,2020-03-21 14:05:36.996577-04
25014,253,2,15221,2.99,2020-03-22 11:40:55.996577-04
25015,254,1,10522,4.99,2020-03-01 05:17:17.996577-05
25016,254,1,11190,0.99,2020-03-02 04:50:00.996577-05
25017,254,1,11665,6.99,2020-03-17 00:05:23.996577-04
25018,254,2,12148,0.99,2020-03-17 18:41:41.996577-04
25019,254,1,12206,0.99,2020-03-17 20:50:46.996577-04
25020,254,1,12247,2.99,2020-03-17 22:20:17.996577-04
25021,254,1,12874,0.99,2020-03-18 21:36:23.996577-04
25022,254,2,13001,4.99,2020-03-19 02:05:10.996577-04
25023,254,1,13045,4.99,2020-03-19 03:46:01.996577-04
25024,254,2,13130,2.99,2020-03-19 06:35:08.996577-04
25025,254,2,14497,4.99,2020-03-21 08:38:13.996577-04
25026,254,1,15774,0.99,2020-03-23 07:53:34.996577-04
25027,255,2,11979,4.99,2020-03-17 12:35:39.996577-04
25028,255,2,12176,7.99,2020-03-17 19:38:59.996577-04
25029,255,2,13154,2.99,2020-03-19 07:38:20.996577-04
25030,255,1,13268,0.99,2020-03-19 12:02:16.996577-04
25031,255,2,13683,0.99,2020-03-20 03:23:21.996577-04
25032,255,1,13758,8.99,2020-03-20 05:49:52.996577-04
25033,255,2,14600,3.99,2020-03-21 12:13:47.996577-04
25034,256,2,10759,4.99,2020-03-01 13:51:17.996577-05
25035,256,2,11011,2.99,2020-03-01 22:35:33.996577-05
25036,256,2,11628,8.99,2020-03-16 22:55:44.996577-04
25037,256,2,13457,0.99,2020-03-19 19:01:48.996577-04
25038,256,1,13651,0.99,2020-03-20 02:18:34.996577-04
25039,256,1,14003,6.99,2020-03-20 14:44:32.996577-04
25040,256,2,14036,4.99,2020-03-20 16:03:53.996577-04
25041,256,2,14445,2.99,2020-03-21 06:36:08.996577-04
25042,256,2,14458,3.99,2020-03-21 07:16:19.996577-04
25043,256,2,15609,2.99,2020-03-23 01:24:30.996577-04
25044,256,2,15861,4.99,2020-03-23 10:44:11.996577-04
25045,256,1,15864,7.99,2020-03-23 10:46:38.996577-04
25046,257,1,11230,4.99,2020-03-02 06:27:34.996577-05
25047,257,1,11394,0.99,2020-03-02 12:13:11.996577-05
25048,257,2,11545,6.99,2020-03-16 19:24:32.996577-04
25049,257,2,11860,1.99,2020-03-17 08:20:52.996577-04
25050,257,2,12841,2.99,2020-03-18 20:24:21.996577-04
25051,257,1,12904,5.99,2020-03-18 22:39:16.996577-04
25052,257,2,13203,7.99,2020-03-19 09:29:24.996577-04
25053,257,2,13218,0.99,2020-03-19 10:08:05.996577-04
25054,257,1,13389,2.99,2020-03-19 16:21:17.996577-04
25055,257,2,13846,5.99,2020-03-20 09:00:57.996577-04
25056,257,2,14115,0.99,2020-03-20 19:38:55.996577-04
25057,257,1,15025,0.99,2020-03-22 03:25:50.996577-04
25058,257,1,15967,2.99,2020-03-23 14:18:32.996577-04
25059,257,2,15968,0.99,2020-03-23 14:19:55.996577-04
25060,258,2,10293,1.99,2020-02-29 21:12:52.996577-05
25061,258,2,10315,4.99,2020-02-29 22:03:11.996577-05
25062,258,1,10325,5.99,2020-02-29 22:20:38.996577-05
25063,258,2,10332,6.99,2020-02-29 22:25:58.996577-05
25064,258,1,10393,0.99,2020-03-01 00:21:16.996577-05
25065,258,1,12246,5.99,2020-03-17 22:17:07.996577-04
25066,258,2,12296,3.99,2020-03-17 23:44:54.996577-04
25067,258,1,13491,4.99,2020-03-19 19:59:22.996577-04
25068,258,1,13695,6.99,2020-03-20 03:41:51.996577-04
25069,258,2,13897,2.99,2020-03-20 10:30:54.996577-04
25070,258,2,14901,6.99,2020-03-21 23:00:03.996577-04
25071,259,1,10510,3.99,2020-03-01 04:56:56.996577-05
25072,259,1,10781,2.99,2020-03-01 14:51:07.996577-05
25073,259,1,11184,3.99,2020-03-02 04:29:52.996577-05
25074,259,2,12680,6.99,2020-03-18 14:12:12.996577-04
25075,259,1,13109,4.99,2020-03-19 05:51:46.996577-04
25076,259,2,13112,2.99,2020-03-19 05:55:36.996577-04
25077,259,2,13366,4.99,2020-03-19 15:43:11.996577-04
25078,259,1,13598,5.99,2020-03-20 00:27:43.996577-04
25079,259,2,13649,4.99,2020-03-20 02:17:04.996577-04
25080,259,2,14067,6.99,2020-03-20 17:17:49.996577-04
25081,259,2,14170,4.99,2020-03-20 21:29:05.996577-04
25082,259,2,14966,2.99,2020-03-22 01:14:23.996577-04
25083,259,1,15425,10.99,2020-03-22 18:34:23.996577-04
25084,259,1,15473,2.99,2020-03-22 20:07:36.996577-04
25085,259,1,15689,2.99,2020-03-23 04:21:21.996577-04
25086,260,2,10970,8.99,2020-03-01 21:35:12.996577-05
25087,260,1,12852,0.99,2020-03-18 20:41:06.996577-04
25088,260,2,13440,2.99,2020-03-19 18:11:18.996577-04
25089,260,1,13685,3.99,2020-03-20 03:25:37.996577-04
25090,260,1,13966,2.99,2020-03-20 12:56:54.996577-04
25091,260,2,13978,0.99,2020-03-20 13:31:51.996577-04
25092,260,2,14035,2.99,2020-03-20 16:00:24.996577-04
25093,260,2,14441,2.99,2020-03-21 06:28:04.996577-04
25094,260,1,14579,7.99,2020-03-21 11:23:13.996577-04
25095,260,1,14610,6.99,2020-03-21 12:27:35.996577-04
25096,261,2,10246,1.99,2020-02-29 19:58:16.996577-05
25097,261,1,11834,1.99,2020-03-17 07:29:06.996577-04
25098,261,2,11928,2.99,2020-03-17 10:56:50.996577-04
25099,261,1,12327,6.99,2020-03-18 01:11:48.996577-04
25100,261,2,13245,4.99,2020-03-19 11:12:07.996577-04
25101,261,2,13506,5.99,2020-03-19 20:35:32.996577-04
25102,261,1,13669,2.99,2020-03-20 02:54:58.996577-04
25103,261,1,13849,4.99,2020-03-20 09:11:00.996577-04
25104,261,2,15397,4.99,2020-03-22 17:37:12.996577-04
25105,262,2,10421,0.99,2020-03-01 01:42:36.996577-05
25106,262,2,10770,0.99,2020-03-01 14:14:05.996577-05
25107,262,2,13466,2.99,2020-03-19 19:23:42.996577-04
25108,262,1,13808,5.99,2020-03-20 07:24:09.996577-04
25109,262,1,14180,4.99,2020-03-20 21:44:41.996577-04
25110,262,2,14465,3.99,2020-03-21 07:22:48.996577-04
25111,262,2,14834,6.99,2020-03-21 20:14:24.996577-04
25112,262,2,15270,3.99,2020-03-22 13:17:08.996577-04
25113,262,1,15456,0.99,2020-03-22 19:35:27.996577-04
25114,262,1,15640,4.99,2020-03-23 02:33:06.996577-04
25115,262,2,15771,4.99,2020-03-23 07:47:12.996577-04
25116,262,1,15918,3.99,2020-03-23 12:26:01.996577-04
25117,263,1,10476,6.99,2020-03-01 03:31:46.996577-05
25118,263,1,10775,2.99,2020-03-01 14:28:18.996577-05
25119,263,1,11339,2.99,2020-03-02 10:30:32.996577-05
25120,263,1,11822,0.99,2020-03-17 07:01:05.996577-04
25121,263,2,12057,9.99,2020-03-17 15:33:01.996577-04
25122,263,2,12432,5.99,2020-03-18 05:03:39.996577-04
25123,263,2,12919,6.99,2020-03-18 23:00:41.996577-04
25124,263,1,14335,3.99,2020-03-21 03:01:33.996577-04
25125,263,2,14448,6.99,2020-03-21 06:41:36.996577-04
25126,263,1,15322,4.99,2020-03-22 14:48:56.996577-04
25127,263,2,15922,7.99,2020-03-23 12:35:57.996577-04
25128,264,2,10792,2.99,2020-03-01 15:12:50.996577-05
25129,264,1,11527,3.99,2020-03-16 18:53:32.996577-04
25130,264,2,11533,0.99,2020-03-16 19:03:19.996577-04
25131,264,1,11539,2.99,2020-03-16 19:14:07.996577-04
25132,264,1,12518,4.99,2020-03-18 08:09:58.996577-04
25133,264,2,13590,2.99,2020-03-20 00:17:25.996577-04
25134,264,1,13664,5.99,2020-03-20 02:47:02.996577-04
25135,264,1,15595,4.99,2020-03-23 00:47:38.996577-04
25136,265,2,10592,3.99,2020-03-01 07:41:26.996577-05
25137,265,2,11000,3.99,2020-03-01 22:24:40.996577-05
25138,265,1,12207,1.99,2020-03-17 20:52:33.996577-04
25139,265,2,12346,4.99,2020-03-18 01:46:21.996577-04
25140,265,2,13700,8.99,2020-03-20 03:54:43.996577-04
25141,265,2,14125,4.99,2020-03-20 20:00:42.996577-04
25142,265,1,14547,6.99,2020-03-21 10:20:04.996577-04
25143,265,2,14556,6.99,2020-03-21 10:31:53.996577-04
25144,265,1,14943,2.99,2020-03-22 00:28:25.996577-04
25145,266,2,10747,4.99,2020-03-01 13:28:07.996577-05
25146,266,2,10910,5.99,2020-03-01 19:23:00.996577-05
25147,266,2,11233,5.99,2020-03-02 06:34:37.996577-05
25148,266,1,11321,4.99,2020-03-02 09:43:33.996577-05
25149,266,2,11626,0.99,2020-03-16 22:54:08.996577-04
25150,266,1,11726,0.99,2020-03-17 02:39:36.996577-04
25151,266,1,12255,4.99,2020-03-17 22:35:46.996577-04
25152,266,2,12378,0.99,2020-03-18 02:54:39.996577-04
25153,266,1,12405,6.99,2020-03-18 04:05:56.996577-04
25154,266,1,12715,4.99,2020-03-18 15:38:04.996577-04
25155,266,1,13468,8.99,2020-03-19 19:25:10.996577-04
25156,266,1,13556,6.99,2020-03-19 22:38:52.996577-04
25157,266,1,14080,1.99,2020-03-20 17:58:16.996577-04
25158,266,1,14492,2.99,2020-03-21 08:27:34.996577-04
25159,266,1,14877,0.99,2020-03-21 22:08:22.996577-04
25160,266,1,15181,2.99,2020-03-22 10:14:46.996577-04
25161,266,1,15346,4.99,2020-03-22 15:34:26.996577-04
25162,259,2,4591,1.99,2020-03-23 00:41:42.996577-04
25163,267,2,9807,2.99,2020-04-30 04:42:18.996577-04
25164,267,2,10048,4.99,2020-04-30 12:37:22.996577-04
25165,268,2,3670,4.99,2020-04-06 02:25:09.996577-04
25166,268,2,4626,4.99,2020-04-08 01:46:47.996577-04
25167,268,1,5039,7.99,2020-04-08 20:43:11.996577-04
25168,268,2,5671,2.99,2020-04-10 01:46:48.996577-04
25169,268,2,5793,2.99,2020-04-10 08:01:26.996577-04
25170,268,2,5888,6.99,2020-04-10 13:20:43.996577-04
25171,268,1,6120,3.99,2020-04-11 01:18:19.996577-04
25172,268,2,6489,1.99,2020-04-11 19:51:12.996577-04
25173,268,1,8931,2.99,2020-04-29 19:58:33.996577-04
25174,268,2,9436,7.99,2020-04-30 15:01:27.996577-04
25175,268,2,9531,3.99,2020-04-30 18:40:19.996577-04
25176,268,1,10040,1.99,2020-04-30 12:22:41.996577-04
25177,269,1,4125,9.99,2020-04-07 00:48:55.996577-04
25178,269,2,4804,0.99,2020-04-08 10:25:56.996577-04
25179,269,2,4880,6.99,2020-04-08 13:04:43.996577-04
25180,269,1,6440,2.99,2020-04-11 17:53:30.996577-04
25181,269,1,6626,5.99,2020-04-12 02:44:50.996577-04
25182,269,2,6804,4.99,2020-04-12 10:50:32.996577-04
25183,269,1,7032,4.99,2020-04-26 20:31:35.996577-04
25184,269,1,7537,6.99,2020-04-27 15:04:35.996577-04
25185,269,1,7972,2.99,2020-04-28 07:36:12.996577-04
25186,270,1,3501,3.99,2020-04-05 17:39:54.996577-04
25187,270,1,3987,9.99,2020-04-06 16:56:50.996577-04
25188,270,2,5533,0.99,2020-04-09 19:47:54.996577-04
25189,270,2,6520,4.99,2020-04-11 21:33:42.996577-04
25190,270,1,8355,2.99,2020-04-28 22:26:09.996577-04
25191,270,2,8618,3.99,2020-04-29 07:16:46.996577-04
25192,270,1,10069,3.99,2020-04-30 13:11:44.996577-04
25193,271,1,3640,1.99,2020-04-06 00:40:52.996577-04
25194,271,2,4545,2.99,2020-04-07 21:46:13.996577-04
25195,271,2,5878,1.99,2020-04-10 12:38:23.996577-04
25196,271,1,5922,2.99,2020-04-10 15:05:19.996577-04
25197,271,1,6024,2.99,2020-04-10 19:45:13.996577-04
25198,271,1,7618,3.99,2020-04-27 17:52:40.996577-04
25199,271,1,8592,0.99,2020-04-29 06:02:24.996577-04
25200,271,1,9821,4.99,2020-04-30 05:16:20.996577-04
25201,271,2,10143,7.99,2020-04-30 15:40:09.996577-04
25202,272,2,5047,3.99,2020-04-08 21:12:41.996577-04
25203,272,2,5158,2.99,2020-04-09 02:21:35.996577-04
25204,272,2,7300,7.99,2020-04-27 06:18:43.996577-04
25205,272,2,7658,2.99,2020-04-27 19:37:38.996577-04
25206,272,1,8248,7.99,2020-04-28 18:10:22.996577-04
25207,272,2,9787,10.99,2020-04-30 03:54:45.996577-04
25208,273,2,3556,2.99,2020-04-05 20:14:39.996577-04
25209,273,1,4937,5.99,2020-04-08 15:58:25.996577-04
25210,273,1,5256,7.99,2020-04-09 07:24:11.996577-04
25211,273,2,5435,7.99,2020-04-09 14:56:33.996577-04
25212,273,1,5605,2.99,2020-04-09 22:35:11.996577-04
25213,273,1,6592,8.99,2020-04-12 00:48:01.996577-04
25214,273,1,6635,1.99,2020-04-12 03:16:24.996577-04
25215,273,2,6696,2.99,2020-04-12 06:12:30.996577-04
25216,273,1,6717,5.99,2020-04-12 07:03:28.996577-04
25217,273,1,8449,2.99,2020-04-29 01:10:51.996577-04
25218,273,1,9186,4.99,2020-04-30 05:42:14.996577-04
25219,273,2,9285,5.99,2020-04-30 08:54:34.996577-04
25220,273,2,9391,0.99,2020-04-30 13:17:07.996577-04
25221,273,2,9693,3.99,2020-04-30 00:40:16.996577-04
25222,273,2,9729,0.99,2020-04-30 02:12:09.996577-04
25223,274,2,3532,5.99,2020-04-05 18:53:04.996577-04
25224,274,1,4147,2.99,2020-04-07 02:00:38.996577-04
25225,274,2,4582,2.99,2020-04-07 23:37:35.996577-04
25226,274,2,6389,3.99,2020-04-11 15:46:46.996577-04
25227,274,2,8259,0.99,2020-04-28 18:33:42.996577-04
25228,274,2,8406,5.99,2020-04-29 00:03:11.996577-04
25229,274,2,8517,7.99,2020-04-29 03:29:14.996577-04
25230,274,1,9331,4.99,2020-04-30 11:15:16.996577-04
25231,274,1,9677,4.99,2020-04-30 00:08:11.996577-04
25232,274,2,10059,4.99,2020-04-30 12:49:15.996577-04
25233,275,2,4396,0.99,2020-04-07 14:42:45.996577-04
25234,275,1,4634,0.99,2020-04-08 02:08:28.996577-04
25235,275,2,4912,9.99,2020-04-08 14:54:37.996577-04
25236,275,2,6301,5.99,2020-04-11 11:22:35.996577-04
25237,275,2,6856,0.99,2020-04-12 13:18:42.996577-04
25238,275,1,7553,2.99,2020-04-27 15:40:02.996577-04
25239,275,2,7596,4.99,2020-04-27 17:02:23.996577-04
25240,275,1,8746,2.99,2020-04-29 12:31:41.996577-04
25241,275,2,9258,2.99,2020-04-30 07:59:57.996577-04
25242,276,2,3714,2.99,2020-04-06 04:19:54.996577-04
25243,276,1,4715,0.99,2020-04-08 05:44:03.996577-04
25244,276,2,5186,4.99,2020-04-09 03:47:06.996577-04
25245,276,2,5246,4.99,2020-04-09 06:53:44.996577-04
25246,276,2,7282,5.99,2020-04-27 05:28:45.996577-04
25247,276,2,7842,2.99,2020-04-28 02:38:32.996577-04
25248,276,1,9070,0.99,2020-04-30 01:09:05.996577-04
25249,276,1,9080,1.99,2020-04-30 01:31:05.996577-04
25250,276,1,9102,4.99,2020-04-30 02:16:46.996577-04
25251,276,1,9229,8.99,2020-04-30 07:06:43.996577-04
25252,276,2,10149,5.99,2020-04-30 15:49:12.996577-04
25253,277,2,3740,5.99,2020-04-06 05:24:01.996577-04
25254,277,2,3897,2.99,2020-04-06 12:40:09.996577-04
25255,277,1,4290,4.99,2020-04-07 09:15:36.996577-04
25256,277,2,4987,5.99,2020-04-08 18:14:07.996577-04
25257,277,1,5861,0.99,2020-04-10 11:42:48.996577-04
25258,277,1,5913,2.99,2020-04-10 14:27:21.996577-04
25259,277,2,6455,2.99,2020-04-11 18:30:24.996577-04
25260,277,1,6487,5.99,2020-04-11 19:45:26.996577-04
25261,277,2,7423,4.99,2020-04-27 10:40:13.996577-04
25262,277,2,8410,2.99,2020-04-29 00:10:02.996577-04
25263,277,2,9669,4.99,2020-04-30 00:00:02.996577-04
25264,277,1,9901,0.99,2020-04-30 07:49:25.996577-04
25265,278,1,3776,2.99,2020-04-06 07:00:03.996577-04
25266,278,1,4430,4.99,2020-04-07 16:03:50.996577-04
25267,278,2,4866,8.99,2020-04-08 12:38:25.996577-04
25268,278,2,6869,4.99,2020-04-12 13:40:32.996577-04
25269,278,1,7239,0.99,2020-04-27 03:48:53.996577-04
25270,278,2,7834,0.99,2020-04-28 02:15:09.996577-04
25271,278,2,8222,5.99,2020-04-28 17:20:19.996577-04
25272,278,1,8953,4.99,2020-04-29 20:49:31.996577-04
25273,278,2,9448,2.99,2020-04-30 15:24:39.996577-04
25274,279,1,4476,4.99,2020-04-07 18:02:51.996577-04
25275,279,1,4978,7.99,2020-04-08 17:50:28.996577-04
25276,279,2,5248,2.99,2020-04-09 06:58:10.996577-04
25277,279,1,5361,9.99,2020-04-09 11:43:58.996577-04
25278,279,1,6176,0.99,2020-04-11 04:16:47.996577-04
25279,279,1,7947,2.99,2020-04-28 06:34:16.996577-04
25280,279,2,8559,3.99,2020-04-29 04:54:20.996577-04
25281,279,2,9820,5.99,2020-04-30 05:15:23.996577-04
25282,279,2,10177,2.99,2020-04-30 17:10:59.996577-04
25283,280,1,4616,4.99,2020-04-08 01:16:38.996577-04
25284,280,2,6851,0.99,2020-04-12 13:00:40.996577-04
